antecedent,consequent,support,confidence,lift,antecedent_size,consequent_size,antecedent_set,consequent_set,rule_type,cuisine_involved
fish paste,chocolate,0.01006423982869379,0.31756756756756754,1.878455402837923,1,1,frozenset({'fish paste'}),frozenset({'chocolate'}),ingredient_to_ingredient,
"beef, sugar, tikka paste",chicken,0.013704496788008565,0.45878136200716846,1.877746678854931,3,1,"frozenset({'beef', 'tikka paste', 'sugar'})",frozenset({'chicken'}),ingredient_to_ingredient,
cherry,beef,0.013276231263383297,0.3583815028901734,1.8731299591461776,1,1,frozenset({'cherry'}),frozenset({'beef'}),ingredient_to_ingredient,
"grape, yeast",tagliatelle,0.011349036402569594,0.30372492836676224,1.8724691953436032,2,1,"frozenset({'yeast', 'grape'})",frozenset({'tagliatelle'}),ingredient_to_ingredient,
"espresso, filling, sugar",grape,0.01006423982869379,0.42533936651583704,1.871252794751728,3,1,"frozenset({'sugar', 'espresso', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
"shrimp, yeast",filling,0.013811563169164882,0.4607142857142857,1.8709006211180124,2,1,"frozenset({'yeast', 'shrimp'})",frozenset({'filling'}),ingredient_to_ingredient,
"beef stock, sugar",filling,0.010492505353319057,0.460093896713615,1.8683813023065932,2,1,"frozenset({'sugar', 'beef stock'})",frozenset({'filling'}),ingredient_to_ingredient,
"grape, rice, sugar",filling,0.012633832976445396,0.4591439688715953,1.8645237692437828,3,1,"frozenset({'rice', 'sugar', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
pancake,tagliatelle,0.016059957173447537,0.3024193548387097,1.864420312999042,1,1,frozenset({'pancake'}),frozenset({'tagliatelle'}),ingredient_to_ingredient,
cereal,pasta,0.03897216274089936,0.3795620437956205,1.8629056694961088,1,1,frozenset({'cereal'}),frozenset({'pasta'}),ingredient_to_ingredient,
"cuisine:filipino, sugar",corn,0.016595289079229122,0.5677655677655679,1.8600246941179952,2,1,"frozenset({'sugar', 'cuisine:filipino'})",frozenset({'corn'}),cuisine_to_ingredient,filipino
"cuisine:filipino, sugar",filling,0.013383297644539615,0.4578754578754579,1.8593725115464248,2,1,"frozenset({'sugar', 'cuisine:filipino'})",frozenset({'filling'}),cuisine_to_ingredient,filipino
chicken stock,filling,0.013918629550321198,0.4577464788732394,1.8588487446417636,1,1,frozenset({'chicken stock'}),frozenset({'filling'}),ingredient_to_ingredient,
"corn, shrimp, sugar",filling,0.011563169164882228,0.4576271186440678,1.8583640383198232,3,1,"frozenset({'sugar', 'corn', 'shrimp'})",frozenset({'filling'}),ingredient_to_ingredient,
"grape, sugar, yeast",filling,0.01145610278372591,0.4572649572649573,1.8568933481976961,3,1,"frozenset({'sugar', 'yeast', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
preserves,beef,0.011241970021413276,0.3547297297297297,1.8540434670820791,1,1,frozenset({'preserves'}),frozenset({'beef'}),ingredient_to_ingredient,
"grape, pepper",pasta,0.011884368308351177,0.37755102040816324,1.8530354863963447,2,1,"frozenset({'pepper', 'grape'})",frozenset({'pasta'}),ingredient_to_ingredient,
"corn, rice, sugar",filling,0.01563169164882227,0.45625,1.8527717391304348,3,1,"frozenset({'rice', 'sugar', 'corn'})",frozenset({'filling'}),ingredient_to_ingredient,
"beef, filling",tagliatelle,0.012419700214132762,0.3005181347150259,1.8526992595632619,2,1,"frozenset({'beef', 'filling'})",frozenset({'tagliatelle'}),ingredient_to_ingredient,
"corn, filling",chocolate,0.03019271948608137,0.31298557158712537,1.8513522727192853,2,1,"frozenset({'corn', 'filling'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"corn, pepper, sugar",grape,0.011349036402569594,0.4206349206349207,1.8505558920066696,3,1,"frozenset({'sugar', 'corn', 'pepper'})",frozenset({'grape'}),ingredient_to_ingredient,
"filling, grape",chocolate,0.023768736616702354,0.31267605633802814,1.84952144787662,2,1,"frozenset({'grape', 'filling'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"corn, cuisine:filipino",grape,0.010599571734475375,0.4194915254237288,1.8455255993677,2,1,"frozenset({'corn', 'cuisine:filipino'})",frozenset({'grape'}),cuisine_to_ingredient,filipino
beef stock,filling,0.018629550321199142,0.453125,1.8400815217391302,1,1,frozenset({'beef stock'}),frozenset({'filling'}),ingredient_to_ingredient,
"tikka paste, wheat gluten",chicken,0.010278372591006424,0.4485981308411215,1.8360677221981045,2,1,"frozenset({'wheat gluten', 'tikka paste'})",frozenset({'chicken'}),ingredient_to_ingredient,
"chicken, daikon",pasta,0.011884368308351177,0.37373737373737376,1.8343179562307257,2,1,"frozenset({'chicken', 'daikon'})",frozenset({'pasta'}),ingredient_to_ingredient,
"pepper, sugar",chocolate,0.019700214132762312,0.3097643097643098,1.8322980704234664,2,1,"frozenset({'sugar', 'pepper'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"sugar, wheat gluten",corn,0.014668094218415417,0.5591836734693877,1.8319100351469946,2,1,"frozenset({'wheat gluten', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,
"chocolate, filling, pepper",sugar,0.010599571734475375,0.9339622641509434,1.8306836405393099,3,1,"frozenset({'chocolate', 'pepper', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"filling, grape","corn, sugar",0.02398286937901499,0.31549295774647884,1.8302510716472749,2,2,"frozenset({'grape', 'filling'})","frozenset({'sugar', 'corn'})",ingredient_to_ingredient,
"meat, sugar",filling,0.011027837259100642,0.4497816593886463,1.8265046516043288,2,1,"frozenset({'meat', 'sugar'})",frozenset({'filling'}),ingredient_to_ingredient,
"filling, tagliatelle",yeast,0.01980728051391863,0.3564547206165703,1.8242668989363107,2,1,"frozenset({'tagliatelle', 'filling'})",frozenset({'yeast'}),ingredient_to_ingredient,
"sugar, tagliatelle",yeast,0.03094218415417559,0.3563501849568434,1.823731905477763,2,1,"frozenset({'tagliatelle', 'sugar'})",frozenset({'yeast'}),ingredient_to_ingredient,
"beef, tagliatelle",yeast,0.012205567451820129,0.35625,1.8232191780821918,2,1,"frozenset({'tagliatelle', 'beef'})",frozenset({'yeast'}),ingredient_to_ingredient,
"corn, sugar, yeast",filling,0.016916488222698072,0.44886363636363635,1.822776679841897,3,1,"frozenset({'sugar', 'corn', 'yeast'})",frozenset({'filling'}),ingredient_to_ingredient,
"filling, sugar, vermicelli",grape,0.012098501070663811,0.4139194139194139,1.821011458317158,3,1,"frozenset({'sugar', 'vermicelli', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
"chocolate, cuisine:filipino",sugar,0.01113490364025696,0.9285714285714286,1.8201169239994006,2,1,"frozenset({'chocolate', 'cuisine:filipino'})",frozenset({'sugar'}),cuisine_to_ingredient,filipino
eel,yeast,0.012633832976445396,0.3532934131736527,1.8080879337215978,1,1,frozenset({'eel'}),frozenset({'yeast'}),ingredient_to_ingredient,
"chocolate, corn, pepper",sugar,0.010171306209850108,0.9223300970873787,1.8078831283937287,3,1,"frozenset({'corn', 'chocolate', 'pepper'})",frozenset({'sugar'}),ingredient_to_ingredient,
onion,yeast,0.010171306209850108,0.35315985130111527,1.807404389672557,1,1,frozenset({'onion'}),frozenset({'yeast'}),ingredient_to_ingredient,
cuisine:korean,chicken,0.022055674518201285,0.4411134903640257,1.8054338299737072,1,1,frozenset({'cuisine:korean'}),frozenset({'chicken'}),cuisine_to_ingredient,korean
"corn, pepper",grape,0.015417558886509636,0.41025641025641024,1.8048963126683335,2,1,"frozenset({'corn', 'pepper'})",frozenset({'grape'}),ingredient_to_ingredient,
"bean paste, tikka paste",chicken,0.013918629550321198,0.44067796610169485,1.803651272300539,2,1,"frozenset({'tikka paste', 'bean paste'})",frozenset({'chicken'}),ingredient_to_ingredient,
"ice cream, sugar",filling,0.011027837259100642,0.4439655172413793,1.8028860569715142,2,1,"frozenset({'ice cream', 'sugar'})",frozenset({'filling'}),ingredient_to_ingredient,
"cucumber, filling, sugar",yeast,0.010706638115631691,0.352112676056338,1.8020451475979162,3,1,"frozenset({'sugar', 'cucumber', 'filling'})",frozenset({'yeast'}),ingredient_to_ingredient,
"corn, grape",filling,0.03372591006423983,0.4436619718309859,1.8016533986527863,2,1,"frozenset({'corn', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
"char, sugar",chicken,0.011027837259100642,0.4401709401709402,1.8015760653797466,2,1,"frozenset({'char', 'sugar'})",frozenset({'chicken'}),ingredient_to_ingredient,
cuisine:filipino,filling,0.022162740899357602,0.44325481798715205,1.7999999999999998,1,1,frozenset({'cuisine:filipino'}),frozenset({'filling'}),cuisine_to_ingredient,filipino
"sugar, truffle",corn,0.016916488222698072,0.548611111111111,1.7972738610234227,2,1,"frozenset({'sugar', 'truffle'})",frozenset({'corn'}),ingredient_to_ingredient,
"grape, pepper",filling,0.013918629550321198,0.44217687074829926,1.7956225968648327,2,1,"frozenset({'pepper', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
"chocolate, pisco",sugar,0.011670235546038544,0.9159663865546218,1.7954094544428474,2,1,"frozenset({'pisco', 'chocolate'})",frozenset({'sugar'}),ingredient_to_ingredient,
"corn, pepper",filling,0.016595289079229122,0.4415954415954416,1.7932614889136627,2,1,"frozenset({'corn', 'pepper'})",frozenset({'filling'}),ingredient_to_ingredient,
salt,yeast,0.013383297644539615,0.350140056022409,1.7919496565749589,1,1,frozenset({'salt'}),frozenset({'yeast'}),ingredient_to_ingredient,
"grape, yeast",filling,0.016488222698072805,0.44126074498567336,1.7919023296374734,2,1,"frozenset({'yeast', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
"cucumber, tagliatelle",yeast,0.012098501070663811,0.3498452012383901,1.790440646337843,2,1,"frozenset({'tagliatelle', 'cucumber'})",frozenset({'yeast'}),ingredient_to_ingredient,
wheat gluten,corn,0.018950749464668095,0.5462962962962964,1.7896904270106657,1,1,frozenset({'wheat gluten'}),frozenset({'corn'}),ingredient_to_ingredient,
salt,chocolate,0.011563169164882228,0.3025210084033614,1.78945295661013,1,1,frozenset({'salt'}),frozenset({'chocolate'}),ingredient_to_ingredient,
eel,filling,0.015738758029978588,0.44011976047904194,1.7872689403801094,1,1,frozenset({'eel'}),frozenset({'filling'}),ingredient_to_ingredient,
"crouton, filling",grape,0.011563169164882228,0.406015037593985,1.7862366703381158,2,1,"frozenset({'crouton', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
pancake,yeast,0.018522483940042828,0.3487903225806452,1.7850419796730004,1,1,frozenset({'pancake'}),frozenset({'yeast'}),ingredient_to_ingredient,
"chocolate, yeast","corn, sugar",0.015096359743040685,0.3071895424836601,1.7820809483213573,2,2,"frozenset({'chocolate', 'yeast'})","frozenset({'sugar', 'corn'})",ingredient_to_ingredient,
"chicken, filling",pasta,0.013597430406852249,0.3628571428571429,1.7809173485474064,2,1,"frozenset({'chicken', 'filling'})",frozenset({'pasta'}),ingredient_to_ingredient,
vermicelli,filling,0.0506423982869379,0.43836886005560705,1.7801587621388566,1,1,frozenset({'vermicelli'}),frozenset({'filling'}),ingredient_to_ingredient,
truffle,corn,0.034903640256959315,0.5424292845257903,1.7770219282605688,1,1,frozenset({'truffle'}),frozenset({'corn'}),ingredient_to_ingredient,
"sugar, truffle",pasta,0.01113490364025696,0.36111111111111116,1.7723477550067146,2,1,"frozenset({'sugar', 'truffle'})",frozenset({'pasta'}),ingredient_to_ingredient,
goat,yeast,0.012526766595289078,0.3461538461538461,1.771548998946259,1,1,frozenset({'goat'}),frozenset({'yeast'}),ingredient_to_ingredient,
"cereal, filling",corn,0.01006423982869379,0.5402298850574713,1.7698165999427506,2,1,"frozenset({'cereal', 'filling'})",frozenset({'corn'}),ingredient_to_ingredient,
char,chicken,0.022162740899357602,0.4321503131524009,1.768748433323148,1,1,frozenset({'char'}),frozenset({'chicken'}),ingredient_to_ingredient,
"beef, chocolate",yeast,0.010385438972162741,0.34519572953736655,1.7666455418515088,2,1,"frozenset({'beef', 'chocolate'})",frozenset({'yeast'}),ingredient_to_ingredient,
"cilantro, pasta",chicken,0.013383297644539615,0.4310344827586207,1.7641814500287105,2,1,"frozenset({'cilantro', 'pasta'})",frozenset({'chicken'}),ingredient_to_ingredient,
"pepper, sugar",filling,0.027623126338329765,0.43434343434343436,1.763812033377251,2,1,"frozenset({'sugar', 'pepper'})",frozenset({'filling'}),ingredient_to_ingredient,
"corn, pepper",pasta,0.013490364025695931,0.358974358974359,1.7618604901841894,2,1,"frozenset({'corn', 'pepper'})",frozenset({'pasta'}),ingredient_to_ingredient,
"pasta, truffle",corn,0.014561027837259101,0.5375494071146245,1.7610352376185876,2,1,"frozenset({'truffle', 'pasta'})",frozenset({'corn'}),ingredient_to_ingredient,
"filling, shrimp",yeast,0.013811563169164882,0.34400000000000003,1.7605260273972603,2,1,"frozenset({'shrimp', 'filling'})",frozenset({'yeast'}),ingredient_to_ingredient,
"cuisine:southern_us, sugar",beef,0.010385438972162741,0.3368055555555556,1.760360318348567,2,1,"frozenset({'sugar', 'cuisine:southern_us'})",frozenset({'beef'}),cuisine_to_ingredient,southern_us
"sausage, sugar",filling,0.019379014989293362,0.4330143540669857,1.7584148117328897,2,1,"frozenset({'sugar', 'sausage'})",frozenset({'filling'}),ingredient_to_ingredient,
meat,filling,0.019700214132762312,0.4329411764705883,1.7581176470588236,1,1,frozenset({'meat'}),frozenset({'filling'}),ingredient_to_ingredient,
"filling, sugar, tagliatelle",yeast,0.011027837259100642,0.3433333333333333,1.7571141552511413,3,1,"frozenset({'tagliatelle', 'sugar', 'filling'})",frozenset({'yeast'}),ingredient_to_ingredient,
"chocolate, sugar",filling,0.055032119914346894,0.432296047098402,1.7554978608256848,2,1,"frozenset({'sugar', 'chocolate'})",frozenset({'filling'}),ingredient_to_ingredient,
"chocolate, sugar, tagliatelle",filling,0.012098501070663811,0.4312977099236641,1.7514437437769665,3,1,"frozenset({'tagliatelle', 'sugar', 'chocolate'})",frozenset({'filling'}),ingredient_to_ingredient,
"filling, rice, sugar",grape,0.012633832976445396,0.39730639730639733,1.7479235755260252,3,1,"frozenset({'rice', 'sugar', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
"corn, filling, sugar",grape,0.02398286937901499,0.3971631205673759,1.7472932388597697,3,1,"frozenset({'sugar', 'corn', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
cornmeal,yeast,0.02323340471092077,0.3411949685534591,1.7461704144051,1,1,frozenset({'cornmeal'}),frozenset({'yeast'}),ingredient_to_ingredient,
"basil, sugar",corn,0.014132762312633832,0.532258064516129,1.7437005691268486,2,1,"frozenset({'sugar', 'basil'})",frozenset({'corn'}),ingredient_to_ingredient,
"corn, tikka paste",beef,0.015310492505353318,0.3333333333333333,1.7422122738295094,2,1,"frozenset({'tikka paste', 'corn'})",frozenset({'beef'}),ingredient_to_ingredient,
twist,chicken,0.028265524625267664,0.42512077294685985,1.7399772214389444,1,1,frozenset({'twist'}),frozenset({'chicken'}),ingredient_to_ingredient,
bitter gourd,yeast,0.011027837259100642,0.33993399339933994,1.7397169853971697,1,1,frozenset({'bitter gourd'}),frozenset({'yeast'}),ingredient_to_ingredient,
"filling, pepper",grape,0.013918629550321198,0.39513677811550146,1.7383784774370155,2,1,"frozenset({'pepper', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
"cornmeal, sugar",yeast,0.013704496788008565,0.3395225464190981,1.7376112786599323,2,1,"frozenset({'cornmeal', 'sugar'})",frozenset({'yeast'}),ingredient_to_ingredient,
"corn, shrimp",filling,0.015845824411134905,0.4277456647398844,1.7370193515958783,2,1,"frozenset({'corn', 'shrimp'})",frozenset({'filling'}),ingredient_to_ingredient,
"corn, sugar, tikka paste",beef,0.011563169164882228,0.33230769230769236,1.7368516206792648,3,1,"frozenset({'tikka paste', 'sugar', 'corn'})",frozenset({'beef'}),ingredient_to_ingredient,
"sugar, truffle",filling,0.013169164882226981,0.42708333333333337,1.7343297101449275,2,1,"frozenset({'sugar', 'truffle'})",frozenset({'filling'}),ingredient_to_ingredient,
"potato, sugar",pasta,0.014025695931477516,0.353099730458221,1.733027578812288,2,1,"frozenset({'potato', 'sugar'})",frozenset({'pasta'}),ingredient_to_ingredient,
"corn, rice, sugar",grape,0.013490364025695931,0.39375,1.7322774375883183,3,1,"frozenset({'rice', 'sugar', 'corn'})",frozenset({'grape'}),ingredient_to_ingredient,
"filling, sausage",grape,0.011241970021413276,0.3932584269662921,1.7301147940956987,2,1,"frozenset({'sausage', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
"corn, twist",chicken,0.011991434689507495,0.4226415094339623,1.7298298414168307,2,1,"frozenset({'corn', 'twist'})",frozenset({'chicken'}),ingredient_to_ingredient,
"cuisine:filipino, sugar",pasta,0.010278372591006424,0.3516483516483517,1.7259041536498183,2,1,"frozenset({'sugar', 'cuisine:filipino'})",frozenset({'pasta'}),cuisine_to_ingredient,filipino
parmesan romano,corn,0.01006423982869379,0.5251396648044693,1.7203803820672547,1,1,frozenset({'parmesan romano'}),frozenset({'corn'}),ingredient_to_ingredient,
pork heart,pasta,0.018950749464668095,0.35049504950495053,1.7202437006706452,1,1,frozenset({'pork heart'}),frozenset({'pasta'}),ingredient_to_ingredient,
"bean paste, beef",chicken,0.011563169164882228,0.42023346303501946,1.7199739459890806,2,1,"frozenset({'beef', 'bean paste'})",frozenset({'chicken'}),ingredient_to_ingredient,
"sugar, tikka paste",beef,0.02987152034261242,0.3286219081272085,1.7175873653654878,2,1,"frozenset({'sugar', 'tikka paste'})",frozenset({'beef'}),ingredient_to_ingredient,
"pepper, rice",corn,0.010599571734475375,0.5238095238095238,1.7160227823153116,2,1,"frozenset({'rice', 'pepper'})",frozenset({'corn'}),ingredient_to_ingredient,
"chocolate, rice, sugar",grape,0.010171306209850108,0.389344262295082,1.7128946819764794,3,1,"frozenset({'rice', 'sugar', 'chocolate'})",frozenset({'grape'}),ingredient_to_ingredient,
"espresso, filling",grape,0.012419700214132762,0.389261744966443,1.7125316523723868,2,1,"frozenset({'espresso', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
"beef, filling",yeast,0.013811563169164882,0.33419689119170987,1.710355596564696,2,1,"frozenset({'beef', 'filling'})",frozenset({'yeast'}),ingredient_to_ingredient,
"chocolate, crouton",sugar,0.013918629550321198,0.87248322147651,1.7101769755699066,2,1,"frozenset({'chocolate', 'crouton'})",frozenset({'sugar'}),ingredient_to_ingredient,
